education_level,field_of_study,years_experience,preferred_work_type,python_level,javascript_level,java_level,sql_level,react_level,nodejs_level,machine_learning_level,data_analysis_level,cloud_level,cybersecurity_level,statistics_level,communication_level,problem_solving_level,interest_ai,interest_web,interest_data,interest_cloud,interest_security,career
Bachelor,Software Engineering,1.7,Remote,3,0,2,3,0,3,1,0,0,0,0,0,2,1,3,3,1,1,Backend Developer
Master,Other,2.7,On-site,0,0,0,3,1,0,0,3,0,0,1,2,0,0,1,3,1,2,Data Analyst
Bachelor,Mathematics,3.0,Hybrid,3,0,0,2,0,1,1,3,1,0,3,2,0,3,2,3,1,1,Data Scientist
Bachelor,Other,0.0,Remote,0,3,0,0,3,1,0,0,0,0,1,2,3,2,2,1,0,0,Frontend Developer
Bachelor,Mathematics,0.8,Remote,2,0,0,2,0,0,2,3,0,0,3,1,0,3,0,3,1,0,Data Scientist
Bachelor,Software Engineering,1.0,Hybrid,1,3,0,1,2,1,0,0,0,0,0,0,3,0,3,2,0,1,Full Stack Developer
Bachelor,Electrical Engineering,0.2,Hybrid,2,1,0,2,1,0,0,0,1,1,0,0,1,2,0,1,3,1,Cloud Engineer
Master,Other,0.4,Hybrid,3,0,1,1,0,1,0,0,0,0,0,0,2,2,3,3,0,0,Backend Developer
Bachelor,Computer Science,0.8,Hybrid,2,0,0,2,0,0,1,1,3,0,0,0,2,2,1,1,3,2,Cloud Engineer
Bachelor,Computer Science,0.0,Hybrid,3,0,1,2,1,0,0,0,3,1,0,0,1,2,2,3,2,0,Cloud Engineer
Bachelor,Information Technology,0.9,Hybrid,1,0,1,2,1,0,0,1,3,1,1,0,3,0,1,2,2,3,DevOps Engineer
Bachelor,Computer Science,2.0,Remote,3,0,0,0,0,0,0,0,3,1,0,0,2,0,0,1,3,2,Cloud Engineer
Intermediate/High School,Other,8.3,Remote,2,0,1,1,0,0,0,0,3,3,0,0,2,2,1,0,3,2,DevOps Engineer
Bachelor,Computer Science,4.9,On-site,1,3,0,0,3,0,0,0,1,1,0,3,1,1,3,0,1,1,Frontend Developer
Bachelor,Mathematics,3.7,Hybrid,3,0,1,1,0,0,2,2,2,1,1,0,2,3,1,3,1,3,Machine Learning Engineer
Intermediate/High School,Information Technology,0.1,Remote,3,0,3,2,0,3,0,0,0,0,0,0,2,3,3,2,2,2,Backend Developer
PhD,Data Science,3.2,On-site,3,0,0,3,1,1,3,2,2,1,1,0,3,3,1,3,0,1,Machine Learning Engineer
Master,Information Technology,1.4,On-site,1,1,0,2,1,0,0,0,1,3,0,2,2,0,3,2,1,3,Cybersecurity Analyst
Master,Electrical Engineering,5.9,Hybrid,3,0,0,0,1,1,0,0,3,2,1,0,3,0,0,3,3,3,DevOps Engineer
Master,Computer Science,3.1,Remote,1,0,2,3,0,1,0,0,0,0,0,0,2,0,2,3,1,0,Backend Developer
Bachelor,Information Technology,0.7,Hybrid,2,2,2,3,0,3,0,1,0,0,1,0,1,0,3,3,0,1,Backend Developer
Master,Information Technology,2.4,On-site,1,0,0,2,0,0,0,0,2,1,0,0,3,1,3,2,2,1,Cloud Engineer
Master,Other,3.3,On-site,3,1,0,1,1,0,2,1,2,0,2,0,2,3,0,3,3,1,Machine Learning Engineer
Bachelor,Data Science,0.3,Hybrid,3,1,0,0,0,0,2,3,2,0,1,0,2,2,1,3,1,0,Machine Learning Engineer
Bachelor,Data Science,3.7,Remote,2,0,1,3,0,0,0,3,0,0,2,2,1,2,1,3,1,1,Data Analyst
Bachelor,Data Science,0.0,Hybrid,1,0,0,3,0,0,0,3,1,0,2,1,0,3,0,2,1,1,Data Analyst
Bachelor,Computer Science,4.2,Remote,1,0,0,1,1,0,0,0,3,1,1,0,3,1,2,3,3,1,Cloud Engineer
Bachelor,Information Technology,3.4,On-site,0,3,0,1,3,3,1,0,0,0,0,0,3,0,3,2,2,1,Full Stack Developer
Master,Information Technology,0.4,On-site,2,0,2,3,0,2,0,0,0,0,0,0,2,1,3,2,1,3,Backend Developer
Master,Electrical Engineering,5.5,Remote,2,0,0,2,0,0,0,0,0,3,1,1,3,0,2,0,1,3,Cybersecurity Analyst
PhD,Software Engineering,1.2,Remote,0,2,0,3,3,2,0,0,0,0,1,0,2,0,2,0,2,1,Full Stack Developer
PhD,Other,0.3,Hybrid,3,0,1,3,1,0,0,0,0,0,1,0,3,2,3,3,1,2,Backend Developer
Master,Computer Science,1.2,On-site,1,2,0,1,2,2,2,0,0,0,0,0,3,1,3,0,1,1,Full Stack Developer
Bachelor,Mathematics,0.0,Hybrid,2,1,0,2,0,0,3,2,0,0,3,0,3,3,0,3,2,1,AI Engineer
Master,Business/Commerce,5.8,Hybrid,1,0,0,3,0,0,0,3,0,0,3,3,0,2,2,2,2,1,Data Analyst
Master,Information Technology,0.6,Hybrid,0,3,0,0,3,0,0,0,0,0,1,1,0,1,3,1,3,1,Frontend Developer
Bachelor,Information Technology,2.5,Hybrid,1,0,0,2,0,1,0,0,3,2,0,1,1,1,1,3,3,1,Cloud Engineer
Intermediate/High School,Data Science,2.8,Hybrid,3,1,1,1,0,0,3,1,2,0,3,0,3,2,0,3,2,0,Machine Learning Engineer
Bachelor,Other,7.4,On-site,3,1,0,2,0,0,1,3,0,0,3,3,0,0,2,2,2,0,Data Analyst
Bachelor,Business/Commerce,1.5,Remote,3,1,2,3,1,0,0,3,0,0,3,2,0,1,0,2,1,1,Data Analyst
Intermediate/High School,Mathematics,1.6,Remote,0,0,0,3,0,0,1,3,0,0,2,1,0,2,2,3,0,0,Data Analyst
Intermediate/High School,Information Technology,0.6,Hybrid,0,3,0,2,2,2,1,0,1,0,0,0,2,2,3,1,2,0,Full Stack Developer
Intermediate/High School,Computer Science,3.5,On-site,2,0,1,2,0,0,0,0,3,2,1,0,2,1,1,2,3,3,Cloud Engineer
Bachelor,Computer Science,3.6,On-site,0,3,0,1,3,0,0,0,0,0,0,2,0,1,3,1,1,1,Frontend Developer
Bachelor,Data Science,0.5,Remote,3,0,0,3,0,1,2,3,0,0,1,2,0,2,2,3,0,1,Data Scientist
Bachelor,Mathematics,0.7,Hybrid,2,0,0,3,0,0,2,3,1,0,2,2,1,3,2,2,0,2,Data Scientist
Bachelor,Computer Science,1.1,Remote,0,3,0,0,3,0,0,0,0,1,0,2,2,1,3,0,1,1,Frontend Developer
Bachelor,Data Science,1.0,Remote,1,1,1,3,1,0,0,3,1,1,3,3,0,1,1,3,0,2,Data Analyst
Master,Information Technology,4.3,Hybrid,0,0,0,1,1,0,1,0,2,1,0,0,3,1,2,1,3,3,DevOps Engineer
Bachelor,Software Engineering,1.8,Remote,0,0,3,3,0,1,0,0,0,0,0,1,2,2,3,3,0,2,Backend Developer
Bachelor,Information Technology,0.3,Hybrid,2,0,2,3,0,1,1,0,0,0,0,1,3,2,3,3,2,1,Backend Developer
Master,Other,8.2,Hybrid,2,0,0,1,0,0,0,0,3,2,0,0,3,2,0,0,1,2,DevOps Engineer
Bachelor,Information Technology,2.4,On-site,2,0,0,0,0,1,0,0,3,3,0,1,1,1,2,1,3,0,Cloud Engineer
Bachelor,Other,1.1,On-site,1,0,0,3,0,0,0,3,0,0,3,1,1,1,1,2,2,1,Data Analyst
Bachelor,Computer Science,2.0,Remote,3,1,2,3,1,3,1,0,0,1,0,1,2,1,3,2,0,1,Backend Developer
Intermediate/High School,Electrical Engineering,2.2,Hybrid,2,0,0,0,0,1,0,0,2,1,0,0,3,0,0,2,1,1,Cloud Engineer
Master,Data Science,2.2,Remote,3,0,0,1,0,0,3,2,0,0,0,0,3,2,2,2,1,0,AI Engineer
Bachelor,Other,5.2,On-site,1,0,1,3,0,1,0,3,0,1,2,3,1,1,1,2,2,0,Data Analyst
Bachelor,Information Technology,1.7,Remote,0,3,0,0,3,0,1,0,0,0,0,2,0,2,3,2,3,2,Frontend Developer
Master,Mathematics,1.6,Remote,3,0,1,3,0,0,3,2,1,0,1,1,1,3,0,3,2,1,Machine Learning Engineer
Intermediate/High School,Software Engineering,0.8,Remote,0,3,0,0,3,0,0,0,0,1,0,2,0,0,2,2,2,1,Frontend Developer
Bachelor,Electrical Engineering,8.8,Hybrid,2,0,0,2,0,0,0,0,1,2,0,2,3,0,0,1,0,3,Cybersecurity Analyst
PhD,Information Technology,0.3,Remote,0,3,0,3,1,3,0,0,0,0,0,2,2,0,3,2,0,0,Full Stack Developer
Bachelor,Other,2.1,Remote,2,0,0,3,0,1,3,3,2,0,1,2,0,3,2,3,0,1,Data Scientist
Bachelor,Mathematics,15.0,Hybrid,3,0,0,3,0,1,2,2,0,0,3,1,1,3,1,2,2,0,Data Scientist
Master,Electrical Engineering,1.9,On-site,0,0,1,1,0,0,1,0,0,1,0,2,3,0,1,2,0,3,Cybersecurity Analyst
Master,Data Science,1.2,Remote,2,0,0,2,0,0,3,2,3,1,1,0,1,3,1,3,1,1,Machine Learning Engineer
PhD,Computer Science,5.8,Remote,2,0,1,1,0,0,0,1,0,3,0,2,3,1,3,1,1,3,Cybersecurity Analyst
Bachelor,Information Technology,1.2,Hybrid,2,0,2,3,0,2,0,0,0,0,0,0,3,1,3,3,1,2,Backend Developer
Bachelor,Computer Science,1.5,Hybrid,1,0,0,1,1,0,0,0,2,2,0,2,2,1,0,2,2,3,Cybersecurity Analyst
Bachelor,Other,6.4,Hybrid,0,1,0,0,2,1,0,0,0,0,1,2,2,2,3,3,0,1,Frontend Developer
Bachelor,Software Engineering,11.5,On-site,3,0,1,3,0,2,0,0,0,0,0,0,3,0,3,3,1,1,Backend Developer
Master,Electrical Engineering,5.7,Hybrid,1,0,0,1,0,0,0,0,0,3,1,2,3,0,0,1,1,2,Cybersecurity Analyst
Bachelor,Mathematics,0.7,Remote,2,0,0,1,1,0,3,2,0,0,1,0,3,3,0,3,2,2,AI Engineer
Master,Information Technology,0.2,Remote,1,0,3,3,0,3,0,0,0,1,0,1,1,1,1,3,0,1,Backend Developer
Bachelor,Other,0.7,Remote,2,0,1,1,1,1,1,0,2,2,0,0,1,0,0,0,2,0,Cloud Engineer
Bachelor,Other,0.3,Remote,1,0,0,1,0,0,0,0,2,3,1,0,2,1,0,0,3,2,DevOps Engineer
Bachelor,Information Technology,4.0,On-site,0,3,1,0,2,0,1,0,0,0,0,3,1,2,3,0,0,1,Frontend Developer
Bachelor,Information Technology,1.6,On-site,0,3,0,1,3,0,0,0,0,0,0,3,1,2,2,0,1,2,Frontend Developer
Bachelor,Computer Science,3.1,Remote,0,0,1,2,0,0,0,0,0,3,0,2,3,0,0,1,1,3,Cybersecurity Analyst
Master,Information Technology,9.3,Remote,1,2,1,2,3,0,0,0,0,1,1,0,3,0,3,2,0,2,Full Stack Developer
Intermediate/High School,Data Science,1.0,Remote,3,0,1,0,0,1,1,3,0,0,3,1,1,3,0,3,2,0,Data Scientist
Bachelor,Information Technology,0.3,Remote,3,0,3,3,1,1,1,0,0,1,0,0,1,1,2,2,3,3,Backend Developer
Bachelor,Other,0.4,Hybrid,1,0,0,2,1,1,0,0,0,3,0,2,3,2,1,1,1,2,Cybersecurity Analyst
Bachelor,Information Technology,2.5,Hybrid,3,0,1,0,0,0,0,0,3,2,0,0,3,0,0,1,3,3,DevOps Engineer
Bachelor,Information Technology,5.2,Hybrid,2,0,2,3,2,1,0,0,0,0,0,1,3,2,3,1,2,0,Backend Developer
Bachelor,Information Technology,0.9,On-site,3,0,0,1,0,1,0,0,2,0,1,0,3,2,1,1,2,3,DevOps Engineer
Bachelor,Computer Science,6.8,Remote,3,0,1,2,0,0,2,3,0,0,3,3,0,2,1,3,2,0,Data Scientist
Master,Electrical Engineering,8.8,Hybrid,1,0,0,3,0,0,0,0,3,3,0,0,3,1,1,2,3,3,DevOps Engineer
Bachelor,Computer Science,0.2,On-site,2,1,0,1,0,0,2,1,1,0,3,1,1,3,0,3,1,1,Machine Learning Engineer
Bachelor,Business/Commerce,0.8,Remote,1,1,0,3,1,1,0,2,0,0,2,1,0,1,0,2,1,1,Data Analyst
Bachelor,Computer Science,6.7,Hybrid,1,1,1,1,1,0,0,1,3,2,0,0,2,0,2,1,3,0,Cloud Engineer
Bachelor,Data Science,13.0,Hybrid,3,1,0,1,0,0,2,2,2,0,3,0,3,3,1,2,1,2,Machine Learning Engineer
Intermediate/High School,Electrical Engineering,5.0,Remote,0,0,0,3,0,0,0,0,0,3,0,2,3,1,3,0,0,3,Cybersecurity Analyst
Bachelor,Computer Science,1.6,On-site,2,0,0,2,0,2,2,2,2,0,2,0,2,3,1,3,2,2,Machine Learning Engineer
Bachelor,Mathematics,1.0,Remote,2,0,0,1,0,0,2,2,0,1,3,3,0,3,1,3,0,0,Data Scientist
Master,Computer Science,3.6,Remote,3,1,0,2,1,0,3,3,0,0,3,3,0,3,1,3,1,2,Data Scientist
Master,Computer Science,2.1,On-site,0,3,0,0,3,0,0,0,0,0,0,2,1,2,3,0,1,2,Frontend Developer
Master,Data Science,3.2,Hybrid,3,0,0,2,0,0,3,0,0,0,3,0,3,3,1,3,1,0,AI Engineer
Intermediate/High School,Information Technology,3.3,On-site,2,0,0,1,0,0,0,0,3,2,0,0,3,2,1,3,3,3,DevOps Engineer
Bachelor,Other,1.3,On-site,0,2,0,2,2,2,0,0,0,0,1,0,1,2,3,1,2,1,Full Stack Developer
Bachelor,Business/Commerce,5.7,Remote,0,0,1,2,1,0,0,3,0,0,3,3,0,1,0,2,1,1,Data Analyst
Master,Other,1.9,Hybrid,0,2,0,3,2,2,0,1,0,0,0,0,3,0,3,0,0,2,Full Stack Developer
Bachelor,Electrical Engineering,4.2,Remote,1,0,0,2,0,1,0,0,0,3,1,2,2,2,2,0,2,3,Cybersecurity Analyst
Intermediate/High School,Computer Science,6.1,On-site,2,0,0,0,1,0,0,0,3,3,0,0,3,1,0,1,2,2,DevOps Engineer
Bachelor,Computer Science,0.2,Hybrid,3,0,0,1,0,1,3,2,1,0,0,0,3,3,0,3,3,2,AI Engineer
Master,Other,1.7,Hybrid,3,0,0,3,0,0,2,3,0,0,3,1,0,3,1,3,0,1,Data Scientist
Bachelor,Computer Science,0.8,Remote,2,1,0,2,0,0,0,0,0,2,0,1,3,2,2,1,0,3,Cybersecurity Analyst
Bachelor,Other,5.0,Hybrid,0,3,0,0,3,1,0,1,0,1,0,3,1,1,2,1,1,1,Frontend Developer
Bachelor,Mathematics,0.3,On-site,3,0,1,2,1,1,3,3,0,0,3,2,0,3,0,3,1,0,Data Scientist
Intermediate/High School,Information Technology,4.3,Hybrid,1,1,1,1,0,0,0,0,1,3,0,3,3,0,0,1,3,2,Cybersecurity Analyst
Bachelor,Data Science,0.7,On-site,2,1,0,2,0,0,3,2,3,0,3,0,1,3,1,2,1,1,Machine Learning Engineer
Bachelor,Computer Science,0.4,Remote,0,0,0,2,0,0,0,0,0,3,0,3,3,2,1,2,0,1,Cybersecurity Analyst
Bachelor,Other,0.1,Remote,3,0,0,1,0,0,2,3,1,1,3,2,0,3,2,3,2,1,Data Scientist
Master,Information Technology,5.3,Remote,1,2,0,3,2,3,1,0,0,1,0,0,2,1,3,0,2,2,Full Stack Developer
Master,Information Technology,0.5,Hybrid,3,1,0,1,0,0,0,0,3,1,0,0,3,3,1,0,2,3,DevOps Engineer
Master,Software Engineering,3.5,Remote,3,0,3,3,0,2,0,0,0,0,0,0,2,2,3,3,1,2,Backend Developer
Master,Electrical Engineering,0.3,Remote,2,0,0,1,0,0,1,0,3,2,0,0,3,3,0,1,3,1,Cloud Engineer
Bachelor,Mathematics,1.2,Hybrid,2,1,0,3,0,1,0,3,0,0,3,2,0,1,2,3,0,1,Data Analyst
Bachelor,Information Technology,0.8,Hybrid,3,0,2,3,0,2,0,0,0,0,0,0,1,1,3,3,2,2,Backend Developer
Bachelor,Information Technology,1.8,Hybrid,3,0,0,1,0,0,0,0,3,1,1,1,1,2,2,1,3,2,Cloud Engineer
Intermediate/High School,Software Engineering,0.2,Remote,3,0,2,3,1,1,0,0,1,1,0,0,2,1,3,3,1,0,Backend Developer
Master,Electrical Engineering,0.8,Hybrid,2,0,0,2,0,0,0,1,3,1,0,0,2,2,2,1,3,3,DevOps Engineer
Bachelor,Software Engineering,3.5,On-site,0,3,0,3,2,3,1,0,0,0,0,1,2,1,3,0,2,2,Full Stack Developer
Master,Mathematics,4.1,On-site,3,1,0,2,0,0,3,3,0,1,2,1,3,3,2,2,0,1,AI Engineer
Intermediate/High School,Software Engineering,4.7,Hybrid,3,1,2,3,0,3,1,0,0,0,0,0,2,1,3,3,0,1,Backend Developer
Bachelor,Other,0.1,On-site,1,0,0,3,0,0,0,3,1,1,2,3,1,3,2,3,0,1,Data Analyst
Bachelor,Computer Science,4.1,Hybrid,3,0,0,2,0,0,1,0,3,3,0,0,3,1,3,3,3,3,DevOps Engineer
Bachelor,Data Science,4.1,Remote,1,1,0,3,0,0,0,3,0,0,3,3,0,3,1,3,1,1,Data Analyst
Master,Data Science,0.4,Hybrid,3,0,0,1,0,0,1,2,0,1,3,2,0,3,1,3,1,3,Data Scientist
Intermediate/High School,Software Engineering,0.1,Remote,1,0,2,3,1,0,1,0,0,0,0,0,1,0,2,3,1,3,Backend Developer
Bachelor,Information Technology,2.3,On-site,0,3,0,3,2,3,0,0,0,1,0,0,3,2,2,0,0,1,Full Stack Developer
Bachelor,Other,7.4,Hybrid,2,0,1,3,0,2,0,0,0,0,0,2,1,0,2,1,0,0,Backend Developer
Master,Computer Science,4.9,On-site,3,0,0,1,0,0,3,3,0,0,3,3,1,3,1,3,1,1,Data Scientist
Bachelor,Other,2.4,On-site,3,0,1,2,0,0,2,3,1,1,1,0,3,2,1,3,1,0,AI Engineer
Master,Computer Science,10.7,On-site,1,0,1,3,0,0,1,1,0,3,0,3,3,2,1,2,0,1,Cybersecurity Analyst
Master,Information Technology,0.2,Hybrid,1,3,1,0,3,0,0,0,0,0,1,2,1,2,3,0,2,1,Frontend Developer
Bachelor,Other,1.0,Remote,1,3,1,0,3,0,0,0,0,0,0,2,2,2,3,3,2,3,Frontend Developer
Bachelor,Computer Science,0.3,On-site,0,3,0,3,1,1,0,1,0,0,0,0,2,1,2,0,0,1,Full Stack Developer
PhD,Data Science,0.7,On-site,2,0,0,3,0,0,2,1,2,0,3,0,1,1,0,3,3,1,Machine Learning Engineer
Master,Software Engineering,0.7,On-site,0,3,0,1,3,0,0,0,0,0,0,3,2,2,3,1,1,0,Frontend Developer
Master,Electrical Engineering,2.1,Remote,2,1,0,1,0,0,2,0,3,2,0,0,2,1,2,1,1,1,Cloud Engineer
Bachelor,Computer Science,0.6,Remote,2,0,0,1,0,0,3,1,0,0,3,0,2,3,2,3,0,2,AI Engineer
Bachelor,Information Technology,0.6,On-site,3,1,0,1,0,0,1,1,3,2,1,0,2,0,2,1,3,1,Cloud Engineer
Intermediate/High School,Other,2.0,Remote,1,0,1,3,1,0,0,3,0,0,3,2,0,1,1,3,0,0,Data Analyst
Bachelor,Other,0.7,Hybrid,2,1,0,3,0,0,1,3,0,0,3,2,1,1,1,3,1,2,Data Analyst
Master,Other,1.5,Remote,2,0,0,2,0,0,3,1,2,0,3,0,3,2,0,3,2,2,Machine Learning Engineer
Intermediate/High School,Other,4.1,On-site,3,1,1,3,0,0,2,3,0,0,2,0,3,3,1,2,0,1,AI Engineer
Intermediate/High School,Computer Science,1.4,Remote,0,3,0,0,3,1,1,0,0,0,1,1,2,0,3,1,2,3,Frontend Developer
Master,Computer Science,2.2,Remote,2,1,1,1,0,0,0,0,3,3,0,0,3,2,0,1,3,3,DevOps Engineer
Master,Software Engineering,1.8,On-site,1,3,0,2,0,3,0,1,0,0,0,0,2,1,2,0,1,0,Full Stack Developer
Intermediate/High School,Computer Science,0.6,On-site,3,0,0,3,0,0,2,3,1,0,3,2,0,3,2,3,2,1,Data Scientist
Master,Computer Science,1.8,On-site,2,0,0,2,0,0,3,2,0,0,2,0,3,2,0,2,0,1,AI Engineer
Intermediate/High School,Mathematics,1.4,Remote,3,0,1,2,1,0,3,2,0,0,3,0,3,3,0,2,1,0,AI Engineer
PhD,Information Technology,4.0,Remote,3,1,3,3,0,3,0,0,0,1,1,1,2,0,3,3,2,1,Backend Developer
Master,Mathematics,2.6,Remote,3,0,0,2,1,0,2,3,0,0,3,2,0,2,1,3,3,3,Data Scientist
Intermediate/High School,Computer Science,3.8,Hybrid,1,1,0,2,0,0,0,0,0,3,1,1,3,0,0,0,0,2,Cybersecurity Analyst
PhD,Computer Science,0.4,On-site,3,0,0,1,0,0,2,3,0,0,3,3,1,3,1,3,1,0,Data Scientist
Bachelor,Electrical Engineering,1.4,Remote,3,0,0,1,0,1,1,0,3,1,0,0,3,2,1,0,2,3,DevOps Engineer
Bachelor,Computer Science,3.8,Remote,3,0,0,2,0,0,0,0,3,3,1,0,3,0,2,2,3,3,DevOps Engineer
Master,Data Science,2.5,Hybrid,3,1,0,3,0,0,2,3,3,0,2,1,1,3,2,3,1,3,Machine Learning Engineer
Bachelor,Information Technology,0.5,On-site,1,0,0,0,0,0,0,0,2,3,0,0,3,2,2,1,3,2,DevOps Engineer
Intermediate/High School,Mathematics,12.0,Hybrid,3,0,0,2,0,1,1,2,1,0,1,0,3,1,2,3,0,0,AI Engineer
Bachelor,Information Technology,3.9,Remote,2,0,0,1,0,1,0,1,3,2,0,0,3,0,1,1,2,3,DevOps Engineer
Bachelor,Business/Commerce,3.6,Hybrid,2,0,0,3,0,0,0,2,0,1,3,3,1,0,1,2,1,2,Data Analyst
Bachelor,Computer Science,1.0,Remote,0,3,0,0,3,1,0,0,0,0,1,2,0,1,3,2,0,1,Frontend Developer
Bachelor,Computer Science,2.3,Hybrid,0,2,0,3,3,1,0,0,0,0,0,0,1,1,3,1,1,2,Full Stack Developer
Master,Information Technology,0.0,Remote,0,3,0,2,1,1,0,0,0,0,0,0,1,1,2,1,0,1,Full Stack Developer
PhD,Electrical Engineering,1.1,Hybrid,1,1,1,2,0,0,0,1,3,0,0,0,2,1,2,2,3,1,Cloud Engineer
Bachelor,Information Technology,3.7,Remote,2,3,0,0,3,0,0,0,0,1,0,3,1,1,1,1,1,1,Frontend Developer
Bachelor,Computer Science,0.6,Hybrid,2,0,1,3,0,0,0,0,0,2,0,3,3,0,1,3,0,3,Cybersecurity Analyst
Bachelor,Electrical Engineering,0.0,Hybrid,2,0,0,1,1,0,1,0,2,2,0,0,3,2,2,2,3,2,DevOps Engineer
Bachelor,Other,4.7,Hybrid,0,3,0,1,3,2,0,1,0,0,0,1,0,1,3,0,2,0,Frontend Developer
Master,Other,3.0,Remote,1,3,0,0,3,0,0,0,0,0,0,2,2,2,2,2,1,1,Frontend Developer
Bachelor,Computer Science,1.7,On-site,2,1,0,3,0,1,0,0,0,3,0,3,3,3,1,0,1,3,Cybersecurity Analyst
Intermediate/High School,Computer Science,0.3,Hybrid,3,0,0,2,0,0,3,2,2,0,2,0,3,2,0,3,0,2,Machine Learning Engineer
Master,Computer Science,2.1,Remote,3,0,3,3,1,2,0,0,0,0,0,0,0,1,3,3,0,0,Backend Developer
Bachelor,Data Science,3.8,Hybrid,3,0,0,2,0,0,1,3,0,0,3,3,0,3,1,3,2,0,Data Scientist
Bachelor,Business/Commerce,0.7,On-site,1,0,0,3,0,0,0,3,1,0,3,3,0,0,0,3,1,1,Data Analyst
Bachelor,Information Technology,3.3,Remote,3,1,3,3,0,2,0,0,0,0,1,1,3,0,2,3,2,0,Backend Developer
Bachelor,Other,1.5,Remote,0,3,0,2,3,2,0,0,0,0,0,1,2,1,2,0,1,2,Full Stack Developer
Intermediate/High School,Data Science,2.0,On-site,1,0,0,3,0,1,0,3,0,1,1,2,0,1,0,3,1,0,Data Analyst
Bachelor,Software Engineering,1.8,Hybrid,2,1,1,3,0,3,0,0,1,0,0,0,2,2,3,3,1,0,Backend Developer
Bachelor,Data Science,2.5,Remote,3,0,0,2,0,1,2,1,2,1,0,1,2,1,0,2,1,1,Machine Learning Engineer
Master,Software Engineering,5.0,Hybrid,1,3,1,1,3,0,0,0,2,0,0,1,1,1,3,2,2,2,Frontend Developer
Intermediate/High School,Software Engineering,2.1,Remote,3,1,0,1,0,0,3,1,0,0,0,0,3,2,0,3,0,1,AI Engineer
Master,Electrical Engineering,0.5,On-site,3,0,0,2,0,0,1,1,3,1,0,0,3,0,0,0,2,3,DevOps Engineer
Intermediate/High School,Computer Science,0.8,Hybrid,0,3,0,1,3,1,0,1,0,0,0,3,2,2,3,0,2,1,Frontend Developer
Bachelor,Electrical Engineering,1.3,Hybrid,0,1,1,0,0,1,0,0,0,3,0,2,3,0,0,0,0,2,Cybersecurity Analyst
Bachelor,Mathematics,0.0,On-site,3,0,0,2,0,0,1,2,0,0,2,0,2,3,2,3,1,2,AI Engineer
Bachelor,Other,3.8,On-site,3,0,0,1,1,0,0,0,3,2,0,0,3,1,2,1,2,3,DevOps Engineer
Master,Information Technology,5.5,Remote,2,0,0,1,0,0,0,0,3,2,0,0,3,0,0,0,3,1,Cloud Engineer
Master,Electrical Engineering,0.2,Hybrid,1,0,1,2,0,0,0,0,0,3,0,2,3,1,0,0,0,3,Cybersecurity Analyst
Master,Data Science,0.3,On-site,2,0,0,1,0,1,3,3,1,0,2,3,0,2,1,3,1,0,Data Scientist
Bachelor,Mathematics,5.4,Hybrid,0,0,1,3,1,0,0,2,0,0,2,2,1,1,1,3,1,0,Data Analyst
Bachelor,Information Technology,0.7,Remote,3,0,1,3,0,3,0,0,0,1,1,1,3,1,3,2,1,3,Backend Developer
Bachelor,Mathematics,0.1,Hybrid,3,0,0,2,0,0,1,2,1,0,3,2,1,3,2,2,1,1,Data Scientist
Intermediate/High School,Computer Science,0.5,On-site,3,0,1,2,0,0,0,0,2,1,0,0,3,0,1,0,3,0,Cloud Engineer
Bachelor,Mathematics,0.7,Remote,3,0,0,1,0,0,3,3,0,0,3,1,2,2,2,2,0,1,AI Engineer
Master,Software Engineering,4.2,Hybrid,2,0,2,3,0,2,0,0,0,0,0,1,1,2,3,3,1,2,Backend Developer
Master,Information Technology,0.8,On-site,1,0,0,1,0,1,0,0,0,2,0,2,3,1,0,1,0,3,Cybersecurity Analyst
Master,Computer Science,4.7,Hybrid,2,0,0,3,0,1,0,0,3,1,0,0,3,2,1,1,3,2,DevOps Engineer
Intermediate/High School,Data Science,8.0,Remote,2,0,0,2,0,0,2,3,0,0,3,2,0,3,1,3,0,2,Data Scientist
Bachelor,Other,3.2,Remote,1,3,0,1,3,0,0,0,0,0,0,3,1,1,2,1,0,0,Frontend Developer
Intermediate/High School,Information Technology,0.1,Hybrid,0,3,1,1,2,0,1,1,0,0,0,3,0,2,3,0,2,2,Frontend Developer
Intermediate/High School,Mathematics,1.8,On-site,1,0,0,3,0,0,1,3,0,0,3,1,0,1,0,2,1,2,Data Analyst
Bachelor,Computer Science,0.7,Remote,3,1,1,3,0,0,3,2,3,0,2,1,1,2,1,3,0,2,Machine Learning Engineer
Intermediate/High School,Other,5.2,On-site,3,0,0,1,0,1,3,2,0,0,3,0,3,3,1,1,1,2,AI Engineer
Bachelor,Computer Science,0.0,On-site,1,3,0,0,1,0,0,1,0,0,0,1,1,2,2,1,0,2,Frontend Developer
Master,Computer Science,0.5,Remote,0,2,0,2,1,2,0,0,0,1,0,0,3,1,3,0,1,0,Full Stack Developer
Master,Computer Science,12.2,Remote,1,1,1,2,0,1,0,0,0,3,0,2,3,0,0,0,1,2,Cybersecurity Analyst
Bachelor,Computer Science,2.4,Hybrid,0,3,1,0,3,1,1,0,0,0,0,2,1,1,3,1,2,0,Frontend Developer
Bachelor,Mathematics,1.8,Hybrid,3,0,1,1,1,1,3,2,0,0,3,0,3,2,0,3,1,0,AI Engineer
Bachelor,Other,1.0,Hybrid,0,0,0,2,0,0,0,1,0,2,0,2,3,1,1,3,1,3,Cybersecurity Analyst
